id,block,score,type
55,"('Rapid Launch Vehicles and Targets', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col'])",0,
56,"('Sub-Orbital Vehicles And Targets    Research Sounding Rockets', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
57,"('Hypersonic and Ballistic Systems', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col'])",0,
58,"('Extreme Environment Materials and Structures', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
59,"('Non-Destructive Evaluation of Materials    Chemistry & Physics of Materials    Hypersonic Structures    Space Structures Characterization    Material Mechanical Property Testing & Analysis    Thermal Testing of Materials    Characterization of Additive Manufactured Metals', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
60,"('Advanced Concept Demonstration and Test    Aerosciences Test and Evaluation (T&E) Support and Analysis    Ground Support Equipment    Engineering, Design, & Analysis    Sub-Orbital Vehicles And Targets    Research Sounding Rockets    Missile Defense & Radar', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
61,"('Missile & Radar Testing', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
62,"('Electrical, EO/IR & Mechanical Systems', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
63,"('Products', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown'])",0,
64,"('Products    UAVs    Space    Microwave Electronics UAVs    Air    Land & Sea    Radios Air    Autopilots & Mission Computers    UAV Command & Control    Test Sets    Flight Termination & Range Safety    Turbine Products Autopilots & Mission Computers    Unmanned Vehicle Mission Computer    Integrated Flight Controller UAV Command & Control    Portable Command & Control    Transportable Command & Control    Fixed Site Command & Control Test Sets    Model 38-4 C-Band Tester    Model 41 C-Band Test Set    Multi-Platform Vehicle Test Set    Flight Termination Test Set    915MHz Data Link Test Set Flight Termination & Range Safety    Turnkey Flight Termination Systems    Modular Components & Test Sets Land & Sea    Ground Vehicle Automation    UGV Command and Control    Sea Surface Vehicle Automation Ground Vehicle Automation    Multi-Platform Appliqué Kit (M-PAK) UGV Command and Control    Bench Top System    Portable Command & Control Sea Surface Vehicle Automation    High-Speed Maneuvering Surface Target (HSMST) Radios    Avionics    CDL Compliance Tester - CWCT Avionics    Multi-Service Data Link Transponder    Model 290 Data Link Transponder    C-Band Radar Transponder    Identify Friend Or Foe (IFF)    Gulf Range Drone Control System    Model 280-1 Transponder    Target Control Transponder Space    Systems    Networks    Satellites    Signals    Antennas    Support Systems    Turnkey Ground Systems    Spectrum Monitoring    Satellite Command & Control    Spectrum Regulation Networks    Cybersecurity    Network Management    Network Devices Cybersecurity    Cross Domain Enabler - CyberC4:Proxy Network Management    Monitor & Control - Compass    Manager of Managers - NeuralStar    Unified Management - OpenSpace OpsCenter Network Devices    Network Protocol Utility - DataDefender    DigitalIF - SpectralNet    Serial-to-IP for Guard - quantumEdge Satellites    Command & Control    TT&C Devices & Software Command & Control    Satellite Control - EPOCH IPS    Flight Dynamics - OASYS    Small Satellite Control - quantumCMD TT&C Devices & Software    Virtual Front End Processor - quantumFEP    Virtual TT&C - quantumRadio Signals    Signal Processing    Test & Simulation    RF Management Signal Processing    Virtual TT&C - quantumRadio    Digital Recording Application - quantumDRA    Wideband Software Receiver - quantumRX    Virtualized Wideband Transmitter - quantumTX    WDR Wideband Data Recorder    UWR Wideband Recording System Test & Simulation    RF Channel Simulator    Radar Emulation Simulator - T400 RF Management    Carrier Monitoring - Monics    Digitizer - Monics 200    VSAT Monitoring - SatGuard    Signal Geolocation - satID Antennas    Integrated Systems    Earth Station Antennas    System Controllers    Specialty Antennas and Pedestals    HF Antennas    Radar Antennas Earth Station Antennas    Fixed GEO Earth Stations    Fixed LEO/MEO Antenna Systems    Transportable Antenna Systems    Tactical Antenna Systems Specialty Antennas and Pedestals    Troposcatter Antennas    Direction-Finding Spinning and Bifilar Helical Antennas    Antenna Pedestals HF Antennas    Fixed Directional HF Antennas    Omnidirectional HF Antennas    Rotatable Directional HF Antennas Radar Antennas    Weather Antennas    Air Traffic Control Antennas Microwave Electronics    Kratos Microwave U.S.    Kratos Microwave Israel Kratos Microwave U.S.    GaN Power Amplifiers    GaAs Power Amplifiers    Low-Noise Amplifiers    Rack Mount Amplifiers    Multi-function Subassemblies    Custom Engineered Options    U.S. Product Catalog Kratos Microwave Israel    Integrated Microwave Assembly (IMA)    Microwave Solid State Power Amplifiers (SSPAs)    Microwave Sources    Microwave Attenuators    Microwave Frequency Translators    Microwave IQ Vector Modulators and Bi-Phase Modulators    Microwave Phase Shifters    Microwave Switches    Millimeter Wave Components    Microwave Limiters Integrated Microwave Assembly (IMA)    Amplitude Control Module (ACM)    Beam Forming - For Phased Array Radars    Frequency Converters    Switched Filter Banks    Receiver Wide Band    RF Front End    Transceivers For Data-Links and Smart Munition    Transmit/Receive Modules Microwave Solid State Power Amplifiers (SSPAs)    Microwave SSPA Selection Guide Microwave Sources    DTOs    FLOs    Microwave Synthesizers    VCOs Microwave Attenuators    Attenuators Selection Guide    Switched Bit Attenuators Selection Guide Microwave Frequency Translators    Frequency Translators Selection Guide Microwave IQ Vector Modulators and Bi-Phase Modulators    IQ Vector Modulators Selection Guide Microwave Phase Shifters    Microwave Phase Shifters Selection Guide Microwave Switches    SPST thru SP16T Microwave Switch Selection Guide    High & Medium Power Microwave Switch Selection Guide Millimeter Wave Components    Millimeter Wave Switches    Millimeter Wave Attenuators    Custom Millimeter Wave Assemblies    Millimeter Wave Phase Shifters Microwave Limiters    Limiters Selection Guide', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-full', 'col;submenu'])",0,
65,"('UAVs', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col'])",0,
66,"('Air', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
67,"('Autopilots & Mission Computers', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
68,"('Unmanned Vehicle Mission Computer    Integrated Flight Controller', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
69,"('UAV Command & Control', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
70,"('Portable Command & Control    Transportable Command & Control    Fixed Site Command & Control', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
71,"('Test Sets', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
72,"('Model 38-4 C-Band Tester    Model 41 C-Band Test Set    Multi-Platform Vehicle Test Set    Flight Termination Test Set    915MHz Data Link Test Set', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
73,"('Flight Termination & Range Safety', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
74,"('Turnkey Flight Termination Systems    Modular Components & Test Sets', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
75,"('Turbine Products', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
76,"('Land & Sea', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
77,"('Ground Vehicle Automation', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
78,"('Multi-Platform Appliqué Kit (M-PAK)', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
79,"('UGV Command and Control', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
80,"('Bench Top System    Portable Command & Control', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
81,"('Sea Surface Vehicle Automation', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
82,"('High-Speed Maneuvering Surface Target (HSMST)', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
83,"('Radios', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
84,"('Avionics', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
85,"('Multi-Service Data Link Transponder    Model 290 Data Link Transponder    C-Band Radar Transponder    Identify Friend Or Foe (IFF)    Gulf Range Drone Control System    Model 280-1 Transponder    Target Control Transponder', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
86,"('CDL Compliance Tester - CWCT', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
87,"('Space', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col'])",0,
88,"('Systems', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
89,"('Turnkey Ground Systems    Spectrum Monitoring    Satellite Command & Control    Spectrum Regulation', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
90,"('Networks', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
91,"('Cybersecurity', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
92,"('Cross Domain Enabler - CyberC4:Proxy', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
93,"('Network Management', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
94,"('Monitor & Control - Compass    Manager of Managers - NeuralStar    Unified Management - OpenSpace OpsCenter', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
95,"('Network Devices', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
96,"('Network Protocol Utility - DataDefender    DigitalIF - SpectralNet    Serial-to-IP for Guard - quantumEdge', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
97,"('Satellites', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
98,"('Command & Control', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
99,"('Satellite Control - EPOCH IPS    Flight Dynamics - OASYS    Small Satellite Control - quantumCMD', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
100,"('TT&C Devices & Software', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
101,"('Virtual Front End Processor - quantumFEP    Virtual TT&C - quantumRadio', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
102,"('Signals', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu'])",0,
103,"('Signal Processing', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu'])",0,
104,"('Virtual TT&C - quantumRadio    Digital Recording Application - quantumDRA    Wideband Software Receiver - quantumRX    Virtualized Wideband Transmitter - quantumTX    WDR Wideband Data Recorder    UWR Wideband Recording System', ['html', 'body', 'form', 'nav', 'div', 'div', 'ul', 'li', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['no-js', 'front', 'navbar;navbar-main;sticky-top;navbar-expand-md;navbar-light;bg-white', 'container-fluid', 'navbar-collapse;collapse', 'navbar-nav;ml-auto', 'nav-item;dropdown', 'dropdown-menu', 'container-fluid', 'row;menu-mobile', 'col', 'expandmenu', 'expandmenu', 'expandmenu'])",0,
