id,block,score,type
34,"('Opinion', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;FlagHeading-o4896j-0;gdjniq;MetaBox__MyOverline-sc-16mpay8-2;ddVocJ;a-heading6;FlagHeading-o4896j-0;gdjniq;MetaBox__MyOverline-sc-16mpay8-2;ddVocJ;a-heading6'])",0,
35,"('The case for LEO satellite connectivity in $50 billion EIS contract', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
36,"('The contracting vehicle is designed to enable federal agencies to procure mission-critical telecommunications, infrastructure and technology services.', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;MetaBox__SubHeadline-sc-16mpay8-0;fMjDgL;dHVvcV;o-storyCard__subheadline;o-storyCard__subheadline'])",0,
37,"('N Korea had Russian help getting spy satellite to orbit, S Korea says', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
38,"('North Korea said its “Malligyong-1″ satellite has already transmitted images of military facilities in the U.S. territory of Guam.', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;MetaBox__SubHeadline-sc-16mpay8-0;fMjDgL;dHVvcV;o-storyCard__subheadline;o-storyCard__subheadline'])",0,
39,"('Featured Video', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-6je86x-0;duutsf', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;UnderlineHeading-sc-11pxnjg-0;kLzgTn;UnderlineHeading-sc-11pxnjg-0;kLzgTn'])",0,
40,"('As a veteran, what should I look for in a future employer? — Money Minute', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-6je86x-0;duutsf', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;o-storyCard;--up-0;--video-player;--video', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
41,"(""How 'artsy-fartsy stuff' can help vets recuperate and cope after service"", ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-6je86x-0;duutsf', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--video', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
42,"('Healing the scars of service: Veteran’s company explores psychedelic therapy', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-6je86x-0;duutsf', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--video', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
43,"('What happens when you come back: author Sebastian Junger on vets returning home', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-6je86x-0;duutsf', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--video', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
44,"('Trending Now', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-2xsad7-1;jteZJL;a-heading6', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;UnderlineHeading-sc-11pxnjg-0;kLzgTn;UnderlineHeading-sc-11pxnjg-0;kLzgTn'])",0,
45,"('Germany to supply Ukraine with IRIS-T systems in $1.4 billion package', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'ol', 'li', 'article', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-2xsad7-1;jteZJL;a-heading6', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--nomedia;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
46,"('Canada delays $3.6 billion Reaper buy until drones can work in Arctic', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'ol', 'li', 'article', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-2xsad7-1;jteZJL;a-heading6', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--nomedia;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
47,"('Here’s the counter-drone platforms now deployed in Ukraine', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'ol', 'li', 'article', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-2xsad7-1;jteZJL;a-heading6', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--nomedia;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
48,"('DARPA eyes creation of next-generation semiconductor manufacturing hub', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'ol', 'li', 'article', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-2xsad7-1;jteZJL;a-heading6', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--nomedia;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
49,"('Pentagon seeks to rapidly build up information-warfare force', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'ol', 'li', 'article', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;hAaibq;lg-cols', 'Sidebar__SidebarSection-kiam2b-0;hzIZcd', 'Sidebar__SidebarItem-kiam2b-1;islqOQ', 'List__Wrapper-sc-2xsad7-1;jteZJL;a-heading6', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--nomedia;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
50,"('C4ISRNet © 2023', ['html', 'body', 'div', 'div', 'footer', 'div', 'div', 'section', 'div', 'div', 'p'], ['layout-section', 't-base', 't-base__footer', 'container;layout-section', 'section-separator', 'footer-header', 'footer-row', 'copyright-column', 'primary-font__PrimaryFontStyles-o56yd5-0;bwIDDO;copyright'])",0,
51,"('C4ISRNet © 2023', ['html', 'body', 'div', 'div', 'footer', 'div', 'div', 'p'], ['layout-section', 't-base', 't-base__footer', 'container;layout-section', 'copyright'])",0,
52,"('Terms of Use', ['html', 'body', 'div', 'div', 'footer', 'div', 'div', 'div', 'h4'], ['layout-section', 't-base', 't-base__footer', 'container;layout-section', 'row;legacy-footer-row', 'footer-section;col-sm-12;col-md-6;col-lg-xl-3', 'primary-font__PrimaryFontStyles-o56yd5-0;bwIDDO;footer-header'])",0,
53,"('Privacy Policy\nTerms of Service', ['html', 'body', 'div', 'div', 'footer', 'div', 'div', 'div', 'ul', 'li'], ['layout-section', 't-base', 't-base__footer', 'container;layout-section', 'row;legacy-footer-row', 'footer-section;col-sm-12;col-md-6;col-lg-xl-3', 'primary-font__PrimaryFontStyles-o56yd5-0;bwIDDO', 'footer-item'])",0,
54,"('Get Us', ['html', 'body', 'div', 'div', 'footer', 'div', 'div', 'div', 'h4'], ['layout-section', 't-base', 't-base__footer', 'container;layout-section', 'row;legacy-footer-row', 'footer-section;col-sm-12;col-md-6;col-lg-xl-3', 'primary-font__PrimaryFontStyles-o56yd5-0;bwIDDO;footer-header'])",0,
55,"('Newsletters(Opens in new window)\nEvents(Opens in new window)\nRSS Feeds(Opens in new window)', ['html', 'body', 'div', 'div', 'footer', 'div', 'div', 'div', 'ul', 'li'], ['layout-section', 't-base', 't-base__footer', 'container;layout-section', 'row;legacy-footer-row', 'footer-section;col-sm-12;col-md-6;col-lg-xl-3', 'primary-font__PrimaryFontStyles-o56yd5-0;bwIDDO', 'footer-item'])",0,
56,"('Contact Us', ['html', 'body', 'div', 'div', 'footer', 'div', 'div', 'div', 'h4'], ['layout-section', 't-base', 't-base__footer', 'container;layout-section', 'row;legacy-footer-row', 'footer-section;col-sm-12;col-md-6;col-lg-xl-3', 'primary-font__PrimaryFontStyles-o56yd5-0;bwIDDO;footer-header'])",0,
57,"('Advertise\nGeneral Contacts, Subscription Services\nEditorial Staff', ['html', 'body', 'div', 'div', 'footer', 'div', 'div', 'div', 'ul', 'li'], ['layout-section', 't-base', 't-base__footer', 'container;layout-section', 'row;legacy-footer-row', 'footer-section;col-sm-12;col-md-6;col-lg-xl-3', 'primary-font__PrimaryFontStyles-o56yd5-0;bwIDDO', 'footer-item'])",0,
58,"('About Us', ['html', 'body', 'div', 'div', 'footer', 'div', 'div', 'div', 'h4'], ['layout-section', 't-base', 't-base__footer', 'container;layout-section', 'row;legacy-footer-row', 'footer-section;col-sm-12;col-md-6;col-lg-xl-3', 'primary-font__PrimaryFontStyles-o56yd5-0;bwIDDO;footer-header'])",0,
